Point Name,Line,Location,Terminal,Point Name,trend,count,Type,Contains Outliers
(WM) TRK W TC&C RM PT3  M100T13i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T13,(WM) TRK W TC&C RM PT3  M100T13i1,"1,2",3,,False
(WN)  MEZ W TC&C ROOM 53  M109T13i1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T13 ,(WN)  MEZ W TC&C ROOM 53  M109T13i1,1,1,,False
(WN) ANC E XFMR RM 71 DR  M109T10D1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T10,(WN) ANC E XFMR RM 71 DR  M109T10D1,"1,1",2,,False
(WN) ANC W APSS RM 80 W DR  M109T11D1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T11 ,(WN) ANC W APSS RM 80 W DR  M109T11D1,3,3,,False
(WN) ANC W VEST RM 82 DR  M109T12D1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T12,(WN) ANC W VEST RM 82 DR  M109T12D1,"1,1",2,,False
(WN) MEZ E AUX PWR RM 31 DR  M109T7D1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T7 ,(WN) MEZ E AUX PWR RM 31 DR  M109T7D1,"3,1,1,2",7,,False
(WN) MEZ E CORR 39 W  M109T7i2,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T7 ,(WN) MEZ E CORR 39 W  M109T7i2,"3,7,6,7,10,1,6,13,5",58,,True
(WN) MEZ E EMR EX STR 2/3A  M109T6D2,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T6 ,(WN) MEZ E EMR EX STR 2/3A  M109T6D2,"6,7,1,3,2,6,3,1",29,,False
(WN) MEZ E EMR EX STR 2/3A  M109T6i2,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T6 ,(WN) MEZ E EMR EX STR 2/3A  M109T6i2,"6,7,1,3,2,6,3,1",29,,False
(WN) MEZ W CORR 56A W DR  M109T8D2,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T8 ,(WN) MEZ W CORR 56A W DR  M109T8D2,"3,1,1",5,,False
(WN) MEZ W TC&C ROOM 53 DR  M109T13D1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T13 ,(WN) MEZ W TC&C ROOM 53 DR  M109T13D1,1,1,,False
(WN) MEZZ E CORR 39 E  M109T7i3,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T7 ,(WN) MEZZ E CORR 39 E  M109T7i3,"4,3,2,3,6",18,,False
(WN) MEZZ W VESTIBULE RM 54  M109T8i4,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T8 ,(WN) MEZZ W VESTIBULE RM 54  M109T8i4,2,2,,False
(WN) PLT BR WEST EMR GATE 3  M109T1i1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T1 ,(WN) PLT BR WEST EMR GATE 3  M109T1i1,1,1,Platform End Gate,False
(WN) PLT E EMR EXIT STR 1  M109T14D1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T14 ,(WN) PLT E EMR EXIT STR 1  M109T14D1,"2,7,8,5,2,7,10,5,6",52,,False
(WN) PLT E EMR EXIT STR 1  M109T14i1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T14 ,(WN) PLT E EMR EXIT STR 1  M109T14i1,"2,7,8,5,2,7,10,5,6",52,,False
(WN) PLT W EMR EXT STR4  M109T15D2,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T15 ,(WN) PLT W EMR EXT STR4  M109T15D2,"5,6,8,6,4,10,11,13,6",69,,True
(WN) PLT W EMR EXT STR4  M109T15i2,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T15 ,(WN) PLT W EMR EXT STR4  M109T15i2,"5,6,8,6,4,10,11,13,6",69,,True
(WN) ROLLUP DOOR  M109T9i3,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T9 ,(WN) ROLLUP DOOR  M109T9i3,"1,1,1,1,6,1,1,1,1",14,,True
(WN) ROLLUP DR EXT LCP  M109T9i1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T9 ,(WN) ROLLUP DR EXT LCP  M109T9i1,"8,2,2,2,4,2,2,2,2",26,,True
(WN) ROLLUP DR EXT LCP DR  M109T9D1,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T9 ,(WN) ROLLUP DR EXT LCP DR  M109T9D1,"10,2,2,2,4,2,2,2,2",28,,True
(WN) ROLLUP DR INT LCP DR  M109T9D2,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T9,(WN) ROLLUP DR INT LCP DR  M109T9D2,3,3,,False
(WN) W HATCH 4 B  M109T11i3,MRL,Wilshire/Normandie,(WN) WILSHIRE NORMANDIE M109T11 ,(WN) W HATCH 4 B  M109T11i3,1,1,HATCH,False
(WV) ANC E TPSS RM 332 (EAST DOOR)  M107T7i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T7 ,(WV) ANC E TPSS RM 332 (EAST DOOR)  M107T7i2,"4,1",5,,False
(WV) ANC E VEST RM 304  M106T6D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T6 ,(WV) ANC E VEST RM 304  M106T6D1,"1,2,1,3",7,,False
(WV) ANC E VEST RM 304  M106T6i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T6 ,(WV) ANC E VEST RM 304  M106T6i1,"1,2,1,3",7,,False
(WV) ANC MECH RM376  M107T4i4,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T4 ,(WV) ANC MECH RM376  M107T4i4,1,1,,False
(WV) ANC MID CORR 336 W  M106T10D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T10 ,(WV) ANC MID CORR 336 W  M106T10D1,"1,1,1",3,,False
(WV) ANC MID CORR 336 W  M106T10i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T10 ,(WV) ANC MID CORR 336 W  M106T10i1,"1,1,1",3,,False
(WV) ANC SE CORR 325 E  M106T7D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T7 ,(WV) ANC SE CORR 325 E  M106T7D1,"1,2,1,2",6,,False
(WV) ANC W BATT RM 337  M106T9D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T9 ,(WV) ANC W BATT RM 337  M106T9D1,"1,1",2,,False
(WV) ANC W TC&C RM 339  M106T8D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T8 ,(WV) ANC W TC&C RM 339  M106T8D1,"1,1,2,1",5,,False
(WV) ANC W VEST RM 353  M107T2D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T2 ,(WV) ANC W VEST RM 353  M107T2D1,"2,2",4,,False
(WV) ANC W VEST RM 353  M107T2i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T2 ,(WV) ANC W VEST RM 353  M107T2i1,"2,2",4,,False
(WV) CRTYD ELEC RM 439  M107T9D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T9 ,(WV) CRTYD ELEC RM 439  M107T9D1,"1,1",2,,False
(WV) CRTYD ELEV RM 421 E  M107T10i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T10 ,(WV) CRTYD ELEV RM 421 E  M107T10i1,"3,4,4,3,6,4,3,5,3",35,,True
(WV) CRTYD ELEV RM 421 W  M107T10i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T10 ,(WV) CRTYD ELEV RM 421 W  M107T10i2,"7,14,7,7,6,11,8,10",70,,True
(WV) CRTYD EMR EXIT RM 421 E  M107T10D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T10 ,(WV) CRTYD EMR EXIT RM 421 E  M107T10D1,"3,4,4,3,6,4,3,5,3",35,,True
(WV) CRTYD EMR EXIT RM 421 W  M107T10D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T10 ,(WV) CRTYD EMR EXIT RM 421 W  M107T10D2,"7,14,7,7,6,11,8,10",70,,True
(WV) E HATCH 1/2/3 A&C  M106T4i4,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T4,(WV) E HATCH 1/2/3 A&C  M106T4i4,"1,1",2,HATCH,False
(WV) E HATCH 1/2/3B  M106T4i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T4,(WV) E HATCH 1/2/3B  M106T4i3,"1,1",2,HATCH,False
(WV) ENT EMP  M107T10i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T10 ,(WV) ENT EMP  M107T10i3,"1,10,11,5",27,,False
(WV) LPLT E ELEC RM 105  M106T2D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T2 ,(WV) LPLT E ELEC RM 105  M106T2D1,1,1,,False
(WV) LPLT E ELEC RM 105  M106T2i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T2 ,(WV) LPLT E ELEC RM 105  M106T2i1,1,1,,False
(WV) LPLT E EMR EXIT STR 1  M106T11D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T11 ,(WV) LPLT E EMR EXIT STR 1  M106T11D1,"2,6,6,3,7,3,3,13,3",46,,True
(WV) LPLT E EMR EXIT STR 1  M106T11i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T11 ,(WV) LPLT E EMR EXIT STR 1  M106T11i1,"2,6,6,3,7,3,3,13,3",46,,True
(WV) LPLT E EMR EXIT STR 2  M106T11D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T11 ,(WV) LPLT E EMR EXIT STR 2  M106T11D2,"7,2,21,4,5,2,12,7,4",64,,True
(WV) LPLT E EMR EXIT STR 2  M106T11i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T11 ,(WV) LPLT E EMR EXIT STR 2  M106T11i2,"7,2,21,4,5,2,12,7,4",64,,True
(WV) LPLT EMR EXIT STR 5  M107T8D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T8 ,(WV) LPLT EMR EXIT STR 5  M107T8D1,"2,6,20,6,8,4,8,14,9",77,,True
(WV) LPLT EMR EXIT STR 6  M107T8D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T8 ,(WV) LPLT EMR EXIT STR 6  M107T8D2,"3,19,11,3,2,16,4,11,22",91,,False
(WV) LPLT EMR EXIT STR 7/8A  M107T4i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T4 ,(WV) LPLT EMR EXIT STR 7/8A  M107T4i1,"45,59,40,48,57,50,45,75,36",455,,True
(WV) LPLT EMR EXIT STR 9A  M107T4D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T4 ,(WV) LPLT EMR EXIT STR 9A  M107T4D2,"14,29,8,7,12,21,8",99,,True
(WV) LPLT EMR EXIT STR 9A  M107T4i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T4 ,(WV) LPLT EMR EXIT STR 9A  M107T4i2,"14,29,8,7,12,21,8",99,,True
(WV) LPLT W EMR EXIT STR 10  M106T12D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T12 ,(WV) LPLT W EMR EXIT STR 10  M106T12D1,"5,15,10,14,6,7,10,6,10",83,,False
(WV) LPLT W EMR EXIT STR 10  M106T12i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T12 ,(WV) LPLT W EMR EXIT STR 10  M106T12i1,"5,15,10,14,6,7,10,6,10",83,,False
(WV) LPLT W EMR EXIT STR 11  M106T12D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T12 ,(WV) LPLT W EMR EXIT STR 11  M106T12D2,"9,7,8,6,5,5,12,6,8",66,,True
(WV) LPLT W EMR EXIT STR 11  M106T12i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T12 ,(WV) LPLT W EMR EXIT STR 11  M106T12i2,"9,7,8,6,5,5,12,6,8",66,,True
(WV) MID HATCH 4/5/6 A  M106T8i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T8 ,(WV) MID HATCH 4/5/6 A  M106T8i3,"5,1",6,HATCH,False
(WV) MID HATCH 4/5/6 B  M106T8i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T8 ,(WV) MID HATCH 4/5/6 B  M106T8i2,"5,1",6,HATCH,False
(WV) MID HATCH 4/5/6 C  M106T8i4,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T8 ,(WV) MID HATCH 4/5/6 C  M106T8i4,"5,1",6,HATCH,False
(WV) MID HATCH 7/8 A  M107T9i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T9 ,(WV) MID HATCH 7/8 A  M107T9i3,1,1,HATCH,False
(WV) MID HATCH 9A  M107T9i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T9 ,(WV) MID HATCH 9A  M107T9i2,"1,1,1",3,HATCH,False
(WV) PLT AL EAST EMR GATE 2 (UPL)  M107T7i4,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T7,(WV) PLT AL EAST EMR GATE 2 (UPL)  M107T7i4,"2,2",4,Platform End Gate,False
(WV) PLT AR EAST EMR GATE 1 (LPL)  M107T7i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T7,(WV) PLT AR EAST EMR GATE 1 (LPL)  M107T7i3,"1,1",2,Platform End Gate,False
(WV) PLT AR/BR WEST EMR GATE 3 (LPL) m107T8i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T8 ,(WV) PLT AR/BR WEST EMR GATE 3 (LPL) m107T8i3,"2,1,2,2,1",8,Platform End Gate,False
(WV) STREET HATCH X-P18  M106T9i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T9,(WV) STREET HATCH X-P18  M106T9i3,4,4,HATCH,False
(WV) TNL W VALVE RM 157  M106T3D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T3 ,(WV) TNL W VALVE RM 157  M106T3D2,1,1,,False
(WV) UPLT E EMR EXIT STR 3  M106T4D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T4 ,(WV) UPLT E EMR EXIT STR 3  M106T4D2,"7,13,6,8,6,8,13,5,8",74,,False
(WV) UPLT E EMR EXIT STR 3  M106T4i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T4 ,(WV) UPLT E EMR EXIT STR 3  M106T4i2,"7,13,6,8,6,8,13,5,8",74,,False
(WV) UPLT EMR EX STR 7/8A  M107T4D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T4 ,(WV) UPLT EMR EX STR 7/8A  M107T4D1,"45,60,40,48,57,50,45,75,36",456,,True
(WV) UPLT EMR EXIT STR 4/5  M106T13D1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T13 ,(WV) UPLT EMR EXIT STR 4/5  M106T13D1,"9,12,9,4,10,19,12",75,,True
(WV) UPLT EMR EXIT STR 4/5  M106T13i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T13 ,(WV) UPLT EMR EXIT STR 4/5  M106T13i1,"9,12,9,4,10,19,12",75,,True
(WV) UPLT EMR EXIT STR 4/6  M106T13D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T13 ,(WV) UPLT EMR EXIT STR 4/6  M106T13D2,"1,12,25,20,2,9,15,11,16",111,,False
(WV) UPLT EMR EXIT STR 4/6  M106T13i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T13 ,(WV) UPLT EMR EXIT STR 4/6  M106T13i2,"1,12,25,20,2,9,15,11,16",111,,False
(WV) UPLT W EMR EXIT STR 12  M106T5D2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T5 ,(WV) UPLT W EMR EXIT STR 12  M106T5D2,"9,19,20,13,25",86,,False
(WV) UPLT W EMR EXIT STR 12  M106T5i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T5 ,(WV) UPLT W EMR EXIT STR 12  M106T5i2,"302,21,428,516,540,534,34,62",2437,,False
(WV) W HATCH 10/11/12 A  M106T10i4,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T10 ,(WV) W HATCH 10/11/12 A  M106T10i4,"1,5,1",7,HATCH,False
(WV) W HATCH 10/11/12 B  M106T10i3,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T10 ,(WV) W HATCH 10/11/12 B  M106T10i3,"1,5,1",7,HATCH,False
(WV) W HATCH 10/11/12 C  M106T10i2,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M106T10 ,(WV) W HATCH 10/11/12 C  M106T10i2,"1,5,1",7,HATCH,False
(WV) W MAIN ROLLUP DOOR EXT LCP  M107T5i1,MRL,Wilshire/Vermont,(WV) Wilshire Vermont M107T5 ,(WV) W MAIN ROLLUP DOOR EXT LCP  M107T5i1,"2,2,4,2,3,2,1,3,1",20,,True
(WW)  PLT E EMR EXIT STR 2  M99T8D2,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T8 ,(WW)  PLT E EMR EXIT STR 2  M99T8D2,"4,15,6,12,2,11,8,3,6",67,,False
(WW) MEZ E CORR 85  M99T4D1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T4 ,(WW) MEZ E CORR 85  M99T4D1,"1,9",10,,False
(WW) MEZ E TC&C RM 23  M99T6D1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T6 ,(WW) MEZ E TC&C RM 23  M99T6D1,"7,1,2",10,,False
(WW) MEZ E TC&C RM 23  M99T6i1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T6 ,(WW) MEZ E TC&C RM 23  M99T6i1,"17,4,2",23,,False
(WW) MEZ W AUX PWR RM 32  M99T14D1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T14,(WW) MEZ W AUX PWR RM 32  M99T14D1,1,1,,False
(WW) MEZ W AUX PWR RM 32  M99T14i1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T14,(WW) MEZ W AUX PWR RM 32  M99T14i1,1,1,,False
(WW) MEZ W CORR 34  M99T2D1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T2,(WW) MEZ W CORR 34  M99T2D1,"1,1",2,,False
(WW) MEZ W VALVE RM 39   M99T2D2,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T2,(WW) MEZ W VALVE RM 39   M99T2D2,1,1,,False
(WW) MID ROLLUP DR  M99T3i3,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T3 ,(WW) MID ROLLUP DR  M99T3i3,"1,1,1,1,1,4,1,1,1",12,,True
(WW) MID ROLLUP DR EXT LCP  M99T3D1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T3 ,(WW) MID ROLLUP DR EXT LCP  M99T3D1,"1,5",6,,False
(WW) MID ROLLUP DR EXT LCP  M99T3i1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T3 ,(WW) MID ROLLUP DR EXT LCP  M99T3i1,"1,4",5,,False
(WW) MID ROLLUP DR INT LCP  M99T3D2,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T3 ,(WW) MID ROLLUP DR INT LCP  M99T3D2,"2,2,2,1,4,1,1,2",15,,True
(WW) MID ROLLUP DR INT LCP  M99T3i2,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T3 ,(WW) MID ROLLUP DR INT LCP  M99T3i2,"2,2,2,1,4,1,1,2",15,,True
(WW) PLT BL EAST EMR GATE 2  M99T7i2,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T7 ,(WW) PLT BL EAST EMR GATE 2  M99T7i2,"5,1,1",7,Platform End Gate,False
(WW) PLT BL WEST EMR GATE 4  M99T7i4,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T7 ,(WW) PLT BL WEST EMR GATE 4  M99T7i4,"2,1",3,Platform End Gate,False
(WW) PLT BR EAST EMR GATE 1  M99T7i1,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T7 ,(WW) PLT BR EAST EMR GATE 1  M99T7i1,4,4,Platform End Gate,False
(WW) PLT BR WEST EMR GATE 3  M99T7i3,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T7 ,(WW) PLT BR WEST EMR GATE 3  M99T7i3,"5,1,4",10,Platform End Gate,False
(WW) PLT E EMR EXIT STR 2  M99T8i2,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T8 ,(WW) PLT E EMR EXIT STR 2  M99T8i2,"4,13,6,12,2,8,8,3,6",62,PUBLIC Emergency Exit ,False
(WW) PLT W EMR EXIT STR 5  M99T14D2,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T14 ,(WW) PLT W EMR EXIT STR 5  M99T14D2,"11,7,8,5,3,6,9,5,11",65,PUBLIC Emergency Exit,False
(WW) W HATCH 5 A  M99T2i3,MRL,Wilshire/Western,(WW) WILSHIRE WESTERN M99T2 ,(WW) W HATCH 5 A  M99T2i3,1,1,HATCH,False
